,GeneStableID,GeneName,Gene description,baseMean,log2FoldChange,FoldChange,pvalue,padj,neglogpadj,Ctrl_rep1,Ctrl_rep2,dnBMPR1A_rep1,dnBMPR1A_rep2,lfcSE,stat
621225,ENSGALG00000050948,TMEM115,transmembrane protein 115 [Source:NCBI gene;Acc:429757],330.1643432,-0.513877372,0.7003376860935345,0.115208288,0.495043939,0.3053562523424784,413.000807,363.83088219999996,224.39319780000002,319.432486,0.326228127,-1.5752086630000002
621313,ENSGALG00000015751,ATP5PF,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6 [Source:NCBI gene;Acc:418477]",6664.57479,0.285201612,1.2185805444954936,0.11543440199999999,0.49510743799999996,0.3053005492126646,6494.226976,5522.103236999999,7013.8036,7628.165348,0.18116901800000001,1.574229497
621463,ENSGALG00000013427,SORBS2,sorbin and SH3 domain containing 2 [Source:NCBI gene;Acc:422719],287.96011739999994,0.555507324,1.4696853575701492,0.115313076,0.49510743799999996,0.3053005492126646,201.2325361,265.0240182,277.96454680000005,407.61936860000003,0.35275800399999996,1.5747547
621524,ENSGALG00000008369,ABCC5,ATP binding cassette subfamily C member 5 [Source:NCBI gene;Acc:424947],371.2845749,0.49902058,1.413253803760605,0.115489539,0.49510743799999996,0.3053005492126646,263.3933718,351.8263099,378.03178360000004,491.8868342,0.31704157899999996,1.573990961
621659,ENSGALG00000043082,DHX36,DEAH-box helicase 36 [Source:NCBI gene;Acc:425032],1613.745661,-0.340630052,0.7896963613241299,0.11543867199999999,0.49510743799999996,0.3053005492126646,1823.735707,1783.1406940000002,1238.205708,1609.900535,0.216381443,-1.574211024
623689,ENSGALG00000002408,NCDN,neurochondrin [Source:NCBI gene;Acc:419633],1137.646274,-0.386871526,0.764786241187539,0.115413886,0.49510743799999996,0.3053005492126646,1325.395447,1253.092658,1173.5157769999998,798.581215,0.24573908,-1.574318278
623729,ENSGALG00000016027,CBR3,carbonyl reductase 3 [Source:NCBI gene;Acc:418512],2382.937032,0.29769277899999996,1.2291770868963663,0.115627025,0.495468203,0.30498421142036247,2042.8789920000002,2232.8504390000003,2596.694257,2659.324438,0.18920391,1.57339655
623771,ENSGALG00000009610,PSTK,phosphoseryl-tRNA kinase [Source:NCBI gene;Acc:771778],892.9185942,-0.394967645,0.760506432137435,0.11575254800000001,0.495777395,0.3047132787996789,1146.287954,882.797775,682.2766148,860.3120328,0.251115207,-1.5728543480000001
623799,ENSGALG00000014876,TBC1D32,TBC1 domain family member 32 [Source:NCBI gene;Acc:421725],171.75772949999998,0.68220072,1.6045855607614512,0.115812459,0.49580541100000003,0.3046887378452883,108.5180692,155.13601069999999,162.7356074,260.6412309,0.43380552899999997,1.572595723
623869,ENSGALG00000031851,TENT4B,"poly(A) RNA polymerase D5, non-canonical [Source:NCBI gene;Acc:415733]",170.3470232,-0.633466344,0.6446257195874232,0.115876566,0.495851356,0.3046484947679468,229.6790202,184.685727,144.5415643,122.4817814,0.40288663,-1.5723191
624230,ENSGALG00000014772,WARS2,"tryptophan--tRNA ligase, mitochondrial-like [Source:NCBI gene;Acc:101750690]",144.02879769999998,0.669671461,1.5907106802683508,0.116038935,0.49588607700000004,0.30461808522967476,110.6252162,111.73486480000001,193.0590125,160.6960972,0.426102928,1.571619009
624496,ENSGALG00000014124,TEC,tec protein tyrosine kinase [Source:NCBI gene;Acc:396407],182.6246044,0.724980836,1.6528786801939899,0.115994827,0.49588607700000004,0.30461808522967476,81.12515853,193.92001330000002,218.3285167,237.12472889999998,0.461239746,1.5718091140000001
624826,ENSGALG00000026493,RALB,RAS like proto-oncogene B [Source:NCBI gene;Acc:424237],5167.154837,-0.282402914,0.8222204079950695,0.116098194,0.49588607700000004,0.30461808522967476,5930.56516,5412.215229,4405.990761,4919.848197,0.179718365,-1.571363696
625060,ENSGALG00000002284,TRAPPC3,trafficking protein particle complex 3 [Source:NCBI gene;Acc:419625],12097.73072,-0.296587802,0.814175773162429,0.116045365,0.49588607700000004,0.30461808522967476,12837.792940000001,13835.731240000001,12262.785020000001,9454.613672,0.18871814899999997,-1.5715913030000002
625170,ENSGALG00000040368,CALR,calreticulin [Source:NCBI gene;Acc:100859104],250.6730154,0.662852668,1.5832100417068056,0.116272944,0.49640425,0.30416450891455116,251.80406349999998,136.66743799999998,219.3392969,394.8812633,0.422034804,1.570611386
627282,ENSGALG00000006045,SH3GL3,"SH3 domain containing GRB2 like 3, endophilin A3 [Source:NCBI gene;Acc:395201]",182.49705930000002,0.645375081,1.5641458899606453,0.11641117,0.49653800200000003,0.3040475076372304,175.94677240000001,108.9645789,231.46865899999997,213.6082268,0.411062495,1.5700169419999999
627310,ENSGALG00000040632,SDHAF2,succinate dehydrogenase complex assembly factor 2 [Source:NCBI gene;Acc:426015],2867.999011,-0.325028878,0.7982824072138482,0.116466511,0.496546069,0.3040404519333119,3639.042825,2740.736189,2655.319507,2436.897523,0.207053895,-1.569779104
627445,ENSGALG00000053764,CYYR1,cysteine and tyrosine rich 1 [Source:NCBI gene;Acc:770067],89.41538005,-0.914988554,0.5303480783231812,0.11660653900000001,0.496687182,0.30391704769251454,74.8037176,158.82972519999998,50.5390085,73.48906886,0.58310066,-1.5691777009999999
627447,ENSGALG00000009015,PIGK,phosphatidylinositol glycan anchor biosynthesis class K [Source:NCBI gene;Acc:424556],3551.493508,-0.29680157,0.8140551434880734,0.11658086599999999,0.496687182,0.30391704769251454,3633.774958,4196.9831460000005,3371.962647,3003.253281,0.189131367,-1.5692879180000001
627579,ENSGALG00000015923,MTO1,mitochondrial tRNA translation optimization 1 [Source:NCBI gene;Acc:772297],658.1637963,-0.414953384,0.7500437294760747,0.11693912,0.49781628299999997,0.3029309022204041,664.8048705,839.3966292000001,501.34696439999993,627.1067209,0.264680572,-1.567751576
627639,ENSGALG00000006780,ARL6IP1,ADP ribosylation factor like GTPase 6 interacting protein 1 [Source:NCBI gene;Acc:416604],22340.96417,-0.29575055899999997,0.8146484030540013,0.116978789,0.49781628299999997,0.3029309022204041,26534.24828,22711.727280000003,22440.33056,17677.55055,0.18866676,-1.5675816880000002
627735,ENSGALG00000027454,CENPW,centromere protein W [Source:NCBI gene;Acc:421716],7281.3434480000005,-0.345074155,0.7872675097200597,0.117189045,0.49825456700000004,0.3025487118671962,8876.356631,7419.749081999999,7719.328159000001,5109.939921,0.220257946,-1.56668198
628007,ENSGALG00000047103,UTP3,"UTP3, small subunit processome component homolog (S. cerevisiae) [Source:NCBI gene;Acc:422644]",1246.1751060000001,-0.328424808,0.7964055565825845,0.11727459900000001,0.49839022,0.30243048850319354,1412.842047,1362.057237,1064.351519,1145.4496199999999,0.209679755,-1.56631625
628028,ENSGALG00000008557,ARL5B,ADP ribosylation factor like GTPase 5B [Source:NCBI gene;Acc:420513],9202.49887,0.291612356,1.2240074643269152,0.117373663,0.49858314,0.30226241160995637,8962.749656999998,7588.736522,11017.50385,9241.005446,0.186227508,1.565893026
628105,ENSGALG00000032975,UBE2QL1,ubiquitin conjugating enzyme E2 Q family like 1 [Source:HGNC Symbol;Acc:HGNC:37269],119.571477,-0.72454875,0.6051863067951366,0.11750648400000001,0.498919213,0.3019697713881058,162.2503171,135.74400930000002,96.02411616,84.26746563,0.462874021,-1.565326024
628111,ENSGALG00000007680,ENKUR,"enkurin, TRPC channel interacting protein [Source:NCBI gene;Acc:420498]",849.0095089,-0.38402708799999996,0.7662955920251362,0.11781595199999999,0.498989443,0.30190864254363486,1094.662853,828.3154856000001,715.6323603999999,757.4273364000001,0.245540535,-1.564006884
628132,ENSGALG00000042548,LRRC6,leucine rich repeat containing 6 [Source:NCBI gene;Acc:420324],703.9016782000001,-0.450724645,0.7316752456917963,0.1178453,0.498989443,0.30190864254363486,994.5733721,631.6251863,668.1256923999999,521.2824618,0.288208872,-1.5638819240000001
628456,ENSGALG00000052396,,,539.633572,-0.43059433700000005,0.7419560638881785,0.11767180599999999,0.498989443,0.30190864254363486,597.3761672999999,641.7829012999999,393.1934862,526.181733,0.275206802,-1.56462098
628457,ENSGALG00000027435,MED21,mediator complex subunit 21 [Source:NCBI gene;Acc:418216],3327.316416,0.286173328,1.219401586395409,0.11854153699999999,0.499972607,0.30105378957325923,3149.1311539999997,2847.8539100000003,3734.8327289999997,3577.4478719999997,0.183335777,1.560924623
628507,ENSGALG00000015075,B3GAT1L,"beta-1,3-glucuronyltransferase 1-like [Source:NCBI gene;Acc:408180]",397.20966569999996,-0.561238305,0.6777202080324473,0.118308724,0.499972607,0.30105378957325923,377.1793085,569.7554677999999,227.4255383,414.47834839999996,0.35932774,-1.56191199
628615,ENSGALG00000016925,TBC1D4,TBC1 domain family member 4 [Source:NCBI gene;Acc:428062],231.92383219999996,-0.657391565,0.6340235945849964,0.118513825,0.499972607,0.30105378957325923,191.7503747,375.8354544,144.5415643,215.56793530000002,0.421123541,-1.561042071
628674,ENSGALG00000007700,CTTN,cortactin [Source:NCBI gene;Acc:396455],4326.593312,0.317282788,1.2459816211086618,0.118492416,0.499972607,0.30105378957325923,4057.3115,3648.466537,4098.71359,5501.881622,0.203238817,1.561132819
629420,ENSGALG00000034013,,methyltransferase like 10 [Source:NCBI gene;Acc:423955],3991.772297,-0.329448223,0.7958408049560882,0.118553409,0.499972607,0.30105378957325923,5081.384929999999,3810.066548,3910.708478,3164.929232,0.21106646399999998,-1.560874315
629501,ENSGALG00000003687,OGFOD2,2-oxoglutarate and iron dependent oxygenase domain containing 2 [Source:NCBI gene;Acc:416832],497.62616280000003,-0.438072067,0.738120330567664,0.118136547,0.499972607,0.30105378957325923,653.2155622,492.18746239999996,431.60313260000004,413.4984941,0.280340435,-1.562643174
629521,ENSGALG00000004503,,centromere protein V [Source:NCBI gene;Acc:417601],712.2854415,-0.373219361,0.7720577332063169,0.118343189,0.499972607,0.30105378957325923,831.2694815000001,776.603482,633.7591667,607.5096359,0.238972693,-1.561765726
629523,ENSGALG00000013537,TPM3,tropomyosin 3 [Source:NCBI gene;Acc:770103],11510.208770000001,-0.281212018,0.8228994033600252,0.118689605,0.500284226,0.30078319023902894,13909.277180000001,11348.014490000001,10563.663559999999,10219.879840000001,0.180229749,-1.5602974509999998
629557,ENSGALG00000012882,KDSR,3-ketodihydrosphingosine reductase [Source:NCBI gene;Acc:420902],675.9448474,-0.449928435,0.7320791619160393,0.118992366,0.5009763420000001,0.30018278267856335,955.591153,605.7691844999999,509.43320570000003,632.9858465,0.288597524,-1.559016961
629612,ENSGALG00000011389,TRAF3,TNF receptor associated factor 3 [Source:NCBI gene;Acc:423471],254.48189269999997,0.632166954,1.549891210677484,0.11913089800000001,0.5009763420000001,0.30018278267856335,126.4288185,272.4114473,314.3526329,304.73467220000003,0.405642974,1.5584319080000002
630017,ENSGALG00000004569,UNC5B,unc-5 netrin receptor B [Source:NCBI gene;Acc:423716],240.0423028,-0.600323191,0.6596061745644818,0.119077549,0.5009763420000001,0.30018278267856335,211.768271,366.60116810000005,180.92965039999999,200.8701216,0.38515409999999994,-1.558657149
630116,ENSGALG00000006254,ERCC6,"ERCC excision repair 6, chromatin remodeling factor [Source:NCBI gene;Acc:423785]",2525.386547,0.303945598,1.2345160541524893,0.11917538400000001,0.5009763420000001,0.30018278267856335,2215.6650440000003,2304.877873,3034.362071,2546.6412,0.19505646699999998,1.558244144
631331,ENSGALG00000037546,SRPK1,SRSF protein kinase 1 [Source:NCBI gene;Acc:421185],4282.5166229999995,0.306273499,1.2365096500950958,0.119141168,0.5009763420000001,0.30018278267856335,3476.792508,4182.208288000001,4284.697141,5186.368553,0.19653217899999997,1.5583885569999998
631749,ENSGALG00000001121,SH3GL1,"SH3 domain containing GRB2 like 1, endophilin A2 [Source:NCBI gene;Acc:395202]",1232.327692,0.32730229899999996,1.254665076613068,0.119231291,0.5009763420000001,0.30018278267856335,1065.162796,1121.042363,1329.1759240000001,1413.929685,0.21007738399999998,1.5580082569999998
631805,ENSGALG00000037805,RPS19,ribosomal protein S19 [Source:NCBI gene;Acc:107050719],7469.5928890000005,0.28848119899999997,1.2213538172041298,0.119221607,0.5009763420000001,0.30018278267856335,7470.889598999999,5980.12384,8137.791149,8289.566967,0.185155395,1.55804911
632673,ENSGALG00000010653,SMYD3,SET and MYND domain containing 3 [Source:NCBI gene;Acc:421489],297.2871434,-0.50122516,0.7065065495523076,0.119719219,0.502571869,0.29880182429892554,379.28645550000005,317.65945039999997,234.5009995,257.7016681,0.322133825,-1.5559532090000001
632993,ENSGALG00000004329,,IQ motif containing E [Source:NCBI gene;Acc:416473],414.81827599999997,0.48957297899999996,1.4040292378582941,0.119952959,0.503147066,0.29830505546689723,269.7148128,420.1600289,458.8941972,510.504065,0.314843785,1.5549710730000001
632994,ENSGALG00000010614,SLC25A4,solute carrier family 25 member 4 [Source:NCBI gene;Acc:422546],126.84161509999998,-0.701577819,0.6148993474927347,0.12010738,0.503291637,0.29818028604420327,143.28599430000003,170.83429750000002,103.09957729999999,90.14659114,0.45137194799999997,-1.5543230419999998
633176,ENSGALG00000012282,L2HGDH,L-2-hydroxyglutarate dehydrogenase [Source:NCBI gene;Acc:423573],218.07508130000002,-0.630209493,0.6460825911882467,0.120087783,0.503291637,0.29818028604420327,344.5185304,185.60915559999998,166.7787281,175.393911,0.405434488,-1.5544052430000002
633232,ENSGALG00000005860,ACAA1,acetyl-CoA acyltransferase 1 [Source:NCBI gene;Acc:770094],431.50527410000007,-0.430123281,0.7421983603612528,0.120166759,0.503313433,0.29816147850426306,484.6438041999999,506.038892,366.9132017,368.4251986,0.276771424,-1.5540740290000001
633388,ENSGALG00000032746,ENPP2,ectonucleotide pyrophosphatase/phosphodiesterase 2 [Source:NCBI gene;Acc:420361],902.1702295,0.375194116,1.2970140573950844,0.12033519699999999,0.503564856,0.2979445870984478,679.5548994,891.1086326999999,1054.243717,983.7736685000001,0.24153585600000002,1.5533681940000001
633934,ENSGALG00000031263,TBL2,transducin (beta)-like 2 [Source:NCBI gene;Acc:101751077],504.6711531,-0.445264241,0.7344497840360369,0.120325325,0.503564856,0.2979445870984478,624.769078,539.2823228,358.82696039999996,495.8062512,0.286636736,-1.5534095419999998
634014,ENSGALG00000006586,PLAGL2,PLAG1 like zinc finger 2 [Source:NCBI gene;Acc:100859766],354.2711228,0.513503705,1.4275128229757683,0.120413461,0.503665491,0.2978578041188405,230.7325937,352.74973860000006,376.0102233,457.59193539999995,0.33064411899999996,1.553040491
634174,ENSGALG00000009152,ATRNL1,attractin like 1 [Source:NCBI gene;Acc:423915],108.53331440000001,0.8673964609999999,1.8243676090040444,0.120578135,0.503712856,0.29781696472972363,46.35723344,107.11772169999999,173.8541893,106.8041134,0.5587629129999999,1.552351525
634201,ENSGALG00000035206,,canopy FGF signaling regulator 2 [Source:NCBI gene;Acc:100858933],945.4402828,-0.426815399,0.7439020616089488,0.120527295,0.503712856,0.29781696472972363,1335.931182,832.9326287,898.5835712000002,714.3137492999999,0.274909992,-1.552564152
634206,ENSGALG00000028958,NOL9,nucleolar protein 9 [Source:NCBI gene;Acc:770191],316.32473860000005,-0.482762478,0.7156060660536598,0.12058744800000001,0.503712856,0.29781696472972363,386.66146989999993,350.9028813,274.9322063,252.8023969,0.31099566,-1.552312586
634294,ENSGALG00000003254,BAG4,BCL2 associated athanogene 4 [Source:NCBI gene;Acc:426776],1547.390725,-0.330257208,0.7953946657662153,0.120650693,0.503750535,0.2977844796152521,1911.182306,1536.585249,1350.402307,1391.3930369999998,0.212787986,-1.552048191
634668,ENSGALG00000015465,ASCC3,activating signal cointegrator 1 complex subunit 3 [Source:NCBI gene;Acc:421790],478.77088939999993,0.503969051,1.4181096137649483,0.120714436,0.503790258,0.29775023488822283,301.3220174,490.3406052,464.95887819999996,658.4620570000001,0.32476798100000004,1.551781825
634991,ENSGALG00000007431,MAGI1,"membrane associated guanylate kinase, WW and PDZ domain containing 1 [Source:NCBI gene;Acc:416083]",209.6087092,0.614227899,1.5307385577434316,0.120774892,0.50381623,0.2977278461949764,123.268098,207.7714429,250.67348219999997,256.7218139,0.395885466,1.5515292980000002
635206,ENSGALG00000053990,,SET domain and mariner transposase fusion gene [Source:NCBI gene;Acc:101747682],137.2977148,-0.68661782,0.6213087081131493,0.12089351699999999,0.50408421,0.2974969062461797,178.0539194,160.6765825,121.29362040000001,89.16673688,0.442683903,-1.5510340809999998
635272,ENSGALG00000004611,FBXL18,F-box and leucine rich repeat protein 18 [Source:NCBI gene;Acc:416484],310.5135008,-0.48219847600000004,0.7158858772007888,0.120947654,0.50408421,0.2974969062461797,365.5900001,358.2903104,250.67348219999997,267.50021069999997,0.310933663,-1.550808205
635389,ENSGALG00000030101,CSDC2,"cold shock domain containing C2, RNA binding [Source:NCBI gene;Acc:425183]",211.8370195,-0.56699889,0.6750195119167104,0.12112277800000001,0.504361545,0.29725803357984554,229.6790202,276.1051619,178.90809009999998,162.65580569999997,0.365787311,-1.550078074
635429,ENSGALG00000012199,WDHD1,WD repeat and HMG-box DNA binding protein 1 [Source:NCBI gene;Acc:423558],2827.879378,0.328968624,1.2561150626225237,0.12118827199999999,0.504408176,0.2972178825214256,2099.77196,2913.417343,3068.728596,3229.599613,0.212264495,1.5498052269999998
635616,ENSGALG00000034328,MCOLN1,mucolipin 1 [Source:NCBI gene;Acc:426164],336.39411210000003,0.48396460399999996,1.3985817686206694,0.12132652,0.5047574420000001,0.29691726922293976,311.8577523,249.32573140000002,368.9347621,415.4582026,0.31239048199999997,1.549229669
636191,ENSGALG00000002189,SNX1,sorting nexin 1 [Source:NCBI gene;Acc:427480],6306.435827,-0.290628548,0.8175457956496571,0.12141257800000001,0.504889369,0.29680377375538436,7250.69274,6628.370742,6275.934076,5070.7457509999995,0.187638885,-1.548871647
636666,ENSGALG00000014486,TAPT1,transmembrane anterior posterior transformation 1 [Source:NCBI gene;Acc:422824],814.8804408,-0.40812600000000004,0.7536016349420795,0.12164925900000001,0.5054211160000001,0.2963466176382871,896.5910377999999,962.2126376,560.9829944,839.7350935000001,0.26366636,-1.547888022
636736,ENSGALG00000030609,REXO4,"REX4 homolog, 3'-5' exonuclease [Source:NCBI gene;Acc:417153]",654.1995099,-0.378653399,0.7691551795151406,0.12164281,0.5054211160000001,0.2963466176382871,738.5550146,740.5897652000001,545.8212919,591.8319679,0.244621602,-1.547914803
636944,ENSGALG00000043587,CCDC88A,coiled-coil domain containing 88A [Source:NCBI gene;Acc:421210],1958.723868,0.33170797399999996,1.2585024054414564,0.121889475,0.505583214,0.29620735361054407,1497.127926,1971.5201359999999,2082.20715,2284.04026,0.214435228,1.5468912330000002
638324,ENSGALG00000009911,BICRAL,GLTSCR1 like [Source:NCBI gene;Acc:428568],164.9122375,0.916244411,1.887196189892605,0.121905963,0.505583214,0.29620735361054407,37.92864555,190.22629880000002,171.8326289,259.6613766,0.59233958,1.546822872
638357,ENSGALG00000009428,SUSD6,sushi domain containing 6 [Source:NCBI gene;Acc:423259],88.11785135,1.080722534,2.1150951029258658,0.121769263,0.505583214,0.29620735361054407,16.8571758,96.03657804,112.19659890000001,127.3810527,0.698416448,1.547389867
638373,ENSGALG00000028790,DNASE2B,deoxyribonuclease 2 beta [Source:NCBI gene;Acc:424540],223.6712599,0.6021071139999999,1.5179319488123506,0.121813188,0.505583214,0.29620735361054407,169.6253315,185.60915559999998,337.6005768,201.8499758,0.38915728200000005,1.5472076259999998
638440,ENSGALG00000006123,,regulator of telomere elongation helicase 1 [Source:NCBI gene;Acc:419262],1009.5574109999999,0.35576235100000003,1.2796616032845494,0.12216844199999999,0.506445706,0.2954671067666649,984.0376372000002,787.6846256,1156.332515,1110.174867,0.23015731600000003,1.545735574
639112,ENSGALG00000043823,ECSIT,ECSIT signalling integrator [Source:NCBI gene;Acc:100857880],220.84204350000002,-0.642333956,0.6406756408939239,0.12231198199999999,0.506814589,0.2951508921488889,323.4470606,215.1588719,123.3151808,221.4470608,0.415711994,-1.545141745
639175,ENSGALG00000046656,PMVK,phosphomevalonate kinase [Source:NCBI gene;Acc:101747962],466.40072289999995,-0.423608101,0.7455576919347351,0.12241502800000001,0.50701543,0.2949788235820753,572.0904036000001,496.8046056,387.1288051,409.5790771,0.27423045,-1.544715773
639447,ENSGALG00000009018,TMEM87A,transmembrane protein 87B [Source:NCBI gene;Acc:423231],3775.975705,-0.31416807,0.8043146650398753,0.122524792,0.50723467,0.29479106964703417,4631.50905,3739.885972,3008.0817859999997,3724.42601,0.20344216199999998,-1.544262341
639492,ENSGALG00000031582,RAB1B,"RAB1B, member RAS oncogene family [Source:NCBI gene;Acc:421273]",13672.341540000001,-0.279018477,0.8241515297458698,0.12264287,0.507280615,0.29475173330527626,16507.3894,13473.74721,11888.79636,12819.43317,0.180737797,-1.543774917
640130,ENSGALG00000016419,ASAP2,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 [Source:NCBI gene;Acc:768599]",566.1553936,0.399605812,1.319147430478824,0.122845606,0.507893048,0.29422773171934774,474.1080693,502.3451774,597.3710805,690.7972473,0.25899004600000003,1.542938881
640146,ENSGALG00000013031,CECR1,"cat eye syndrome chromosome region, candidate 1 [Source:NCBI gene;Acc:418160]",769.3339174,0.451867256,1.3678094444206452,0.123635496,0.508451981,0.2937500562544243,469.8937754,829.2389142000001,953.1657004000001,825.0372797,0.293479029,1.539691804
640249,ENSGALG00000016732,,,712.8528257999999,-0.39276377,0.7616690769801446,0.12347658800000001,0.508451981,0.2937500562544243,730.1264267000001,888.3383468000001,553.9075332,679.0389963,0.254984495,-1.5403437359999999
640309,ENSGALG00000026364,ASAH1,N-acylsphingosine amidohydrolase (acid ceramidase) 1 [Source:NCBI gene;Acc:422727],992.8078299,-0.504761868,0.7047766987822122,0.12332829099999999,0.508451981,0.2937500562544243,1049.359193,1279.872088,1145.213933,496.78610549999996,0.327564797,-1.54095273
640609,ENSGALG00000014999,MAP1B,microtubule associated protein 1B [Source:NCBI gene;Acc:396174],978.8814527999999,0.482866605,1.3975177480764702,0.12354923400000001,0.508451981,0.2937500562544243,560.5010953,1072.100645,1372.6394710000002,910.2845996,0.313540456,1.54004562
641065,ENSGALG00000010432,GSTZ1,glutathione S-transferase zeta 1 [Source:NCBI gene;Acc:423374],931.8041481,0.348542546,1.2732736779368636,0.12333834699999999,0.508451981,0.2937500562544243,764.8943517999999,874.4869173000001,1049.189817,1038.645507,0.226192461,1.540911415
641200,ENSGALG00000028537,NDUFB1,NADH:ubiquinone oxidoreductase subunit B1 [Source:NCBI gene;Acc:423415],5749.154613000001,0.290725032,1.2232548747366871,0.12350217699999999,0.508451981,0.2937500562544243,5770.42199,4573.742029,6263.804714,6388.64972,0.18875323,1.5402387130000001
641284,ENSGALG00000006117,UBFD1,ubiquitin family domain containing 1 [Source:NCBI gene;Acc:771251],420.0401055,-0.490334285,0.7118601344974715,0.12355302300000001,0.508451981,0.2937500562544243,561.5546688,420.1600289,282.00766749999997,416.4380569,0.318392668,-1.540030075
641285,ENSGALG00000033196,EIF2S2,eukaryotic translation initiation factor 2 subunit beta [Source:NCBI gene;Acc:395295],25302.72355,-0.273986257,0.827031246640643,0.12331527099999999,0.508451981,0.2937500562544243,29371.52168,26024.98922,24862.15984,20952.22346,0.177796982,-1.541006226
641465,ENSGALG00000003227,RAB11FIP4,RAB11 family interacting protein 4 (class II) [Source:NCBI gene;Acc:427808],399.0004048,0.567060702,1.4815021315336,0.123416039,0.508451981,0.2937500562544243,217.0361384,425.7006007,572.1015762999999,381.1633038,0.368079664,1.540592316
641681,ENSGALG00000046964,CPLANE2,ciliogenesis and planar polarity effector 2 [Source:HGNC Symbol;Acc:HGNC:28127],350.5585972,-0.464312899,0.7248161975865832,0.123219834,0.508451981,0.2937500562544243,437.2329973,375.8354544,297.16937,291.99656689999995,0.30122833600000004,-1.54139848
641705,ENSGALG00000040086,HNRNPKL,heterogeneous nuclear ribonucleoprotein K-like [Source:NCBI gene;Acc:426516],5108.177164,1.243806229,2.3682251217135426,0.12363757,0.508451981,0.2937500562544243,1316.9668589999999,4749.19347,6338.602447,8027.945881999999,0.8078325140000001,1.5396832980000001
641735,ENSGALG00000038097,EI24,"EI24, autophagy associated transmembrane protein [Source:NCBI gene;Acc:419711]",16253.03288,-0.26076454,0.8346454912243055,0.123206428,0.508451981,0.2937500562544243,17874.92779,17560.84235,15642.83391,13933.52746,0.16916794699999999,-1.541453596
641812,ENSGALG00000045949,EFCAB10,EF-hand calcium binding domain 10 [Source:NCBI gene;Acc:769240],85.60035024,-0.824005847,0.5648713179521152,0.12404921099999999,0.509307371,0.2930200384096037,111.67878970000001,107.11772169999999,68.73305157,54.87183808,0.535765379,-1.537997562
641814,ENSGALG00000022758,GGACT,gamma-glutamylamine cyclotransferase [Source:NCBI gene;Acc:418773],162.6811544,-0.714716043,0.6093250498257604,0.124183439,0.509307371,0.2930200384096037,269.7148128,134.8205807,104.11035749999999,142.0788665,0.46487143799999997,-1.537448819
641838,ENSGALG00000017136,GJB6,gap junction protein beta 6 [Source:NCBI gene;Acc:395771],96.56686044,1.142738089,2.2079968118577677,0.12422625699999999,0.509307371,0.2930200384096037,54.78582134,65.56343308,236.5225598,29.39562754,0.743353615,1.53727387
641878,ENSGALG00000033379,EAF1,ELL associated factor 1 [Source:NCBI gene;Acc:776372],1436.7537539999998,-0.382365496,0.7671786644010756,0.124295161,0.509307371,0.2930200384096037,1265.341758,1986.294994,1302.895639,1192.482624,0.24877513199999998,-1.5369924369999999
641948,ENSGALG00000009230,TMEM131L,KIAA0922 [Source:NCBI gene;Acc:422400],1383.747263,0.31887857199999997,1.2473605803041605,0.124272365,0.509307371,0.2930200384096037,1195.805908,1266.9440869999999,1614.215932,1458.023126,0.20745662199999998,1.537085536
642008,ENSGALG00000041512,,uncharacterized LOC101748144 [Source:NCBI gene;Acc:101748144],775.1612058999999,-0.360996666,0.7786264904285732,0.124156202,0.509307371,0.2930200384096037,880.7874354,862.4823449999999,713.6108001,643.7642432,0.23478539699999998,-1.537560131
642010,ENSGALG00000004376,KCNJ2,Potassium inwardly rectifying channel subfamily J member 2 [Source:NCBI gene;Acc:396328],249.6988154,0.688180755,1.6112504427274197,0.124338979,0.509307371,0.2930200384096037,180.16106630000002,202.2308711,450.80795589999997,165.5953685,0.447797173,1.53681353
642335,ENSGALG00000001319,CAMK1G,calcium/calmodulin-dependent protein kinase IG [Source:NCBI gene;Acc:419859],423.4022301,0.431203981,1.3483583611051624,0.12455102900000001,0.50950201,0.2928540983500244,366.6435736,354.5965958,459.9049774,512.4637735,0.280741184,1.535948427
642425,ENSGALG00000034344,MTHFD2,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:NCBI gene;Acc:426126]",2387.783525,0.413959433,1.3323373607020537,0.124549613,0.50950201,0.2928540983500244,2619.18369,1476.562387,2291.438646,3163.9493780000003,0.269512875,1.5359542019999999
642617,ENSGALG00000028600,PPIA,peptidylprolyl isomerase A [Source:NCBI gene;Acc:776282],60516.61719,0.265402663,1.2019714786315463,0.124534929,0.50950201,0.2928540983500244,59660.705870000005,50271.45489,64178.47612000001,67955.8319,0.17278660899999998,1.536014072
642681,ENSGALG00000005767,TRAF7,TNF receptor associated factor 7 [Source:NCBI gene;Acc:416555],1783.832118,0.299205616,1.230466701015338,0.124702027,0.509895171,0.2925191010311221,1586.6816720000002,1612.306397,1994.2692760000002,1942.0711260000003,0.194879936,1.5353331030000001
642824,ENSGALG00000010654,TRAPPC11,trafficking protein particle complex 11 [Source:NCBI gene;Acc:428748],780.6318722999999,0.403164087,1.3224050022286629,0.12507306599999998,0.510656635,0.2918710208988023,665.8584440000001,678.7200467,720.6862613,1057.262737,0.26284906399999997,1.533823559
